id,srcLatitude,srcLongitude,destLatitude,destLongitude,distance,parent
1,40.64,-73.78,28.57,77.1,13888.79107,0
2,40.08,116.58,21.32,-157.92,13718.66034,0
3,43.68,-79.63,24.91,67.16,13659.74477,0
4,43.68,-79.63,31.52,74.4,13651.62518,0
5,25.25,55.36,33.64,-84.43,13581.99894,0
6,-26.14,28.25,40.64,-73.78,13495.68425,0
7,41.98,-87.9,24.43,54.65,13419.4276,0
8,40.64,-73.78,31.52,74.4,13368.95497,0
9,43.68,-79.63,33.62,73.1,13324.72043,0
10,41.98,-87.9,25.26,51.57,13060.6251,0
11,33.94,-118.41,40.98,28.81,13031.57319,0
12,38.94,-77.46,25.25,55.36,12616.30014,0
13,38.94,-77.46,24.43,54.65,12616.04037,0
14,43.68,-79.63,24.43,54.65,12567.19129,0
15,-23.43,-46.47,25.25,55.36,12561.50191,0
16,43.68,-79.63,25.25,55.36,12557.18102,0
17,55.59,37.26,33.94,-118.41,12536.59404,0
18,-33.95,151.18,24.43,54.65,12523.7772,0
19,55.97,37.41,33.94,-118.41,12516.79416,0
20,-33.95,151.18,25.25,55.36,12509.19111,0
21,-37.67,144.84,25.26,51.57,12473.51602,0
22,-23.43,-46.47,24.43,54.65,12451.51487,0
23,37.47,126.45,21.32,-157.92,12437.78158,0
24,43.68,-79.63,8.98,38.8,12429.71532,0
25,25.25,55.36,-27.38,153.12,12355.30453,0
26,40.08,116.58,-8.86,13.23,12345.59198,0
27,38.94,-77.46,8.98,38.8,12285.90164,0
28,38.94,-77.46,25.26,51.57,12260.07964,0
29,40.08,116.58,-26.14,28.25,12229.74081,0
30,-33.39,-70.79,49.01,2.55,12227.59903,0
31,-22.81,-43.24,25.25,55.36,12207.05832,0
32,40.64,-73.78,24.43,54.65,12185.85317,0
33,40.64,-73.78,25.25,55.36,12183.90753,0
34,-23.43,-46.47,25.26,51.57,12181.81254,0
35,-37.67,144.84,24.43,54.65,12133.10269,0
36,-37.67,144.84,25.25,55.36,12127.36323,0
37,31.14,121.81,21.32,-157.92,12123.9007,0
38,42.02,35.07,8.97,-79.56,12088.63343,0
39,8.63,-79.03,42.02,35.07,12066.14617,0
40,14.51,121.02,51.48,-0.46,12064.54872,0
41,39.87,-75.24,25.26,51.57,12005.87298,0
42,50.03,8.54,-34.82,-58.54,11997.78868,0
43,-34.82,-58.54,52.31,4.76,11938.75531,0
44,-33.95,151.18,-26.14,28.25,11876.58324,0
45,25.25,55.36,42.36,-71.01,11841.60557,0
46,40.64,-73.78,25.26,51.57,11831.96387,0
47,24.96,46.7,38.94,-77.46,11828.57646,0
48,1.35,103.99,51.48,-0.46,11813.17693,0
49,42.78,141.69,21.32,-157.92,11705.96268,0
50,29.23,47.97,38.94,-77.46,11612.86574,0
51,41.8,12.25,-34.82,-58.54,11600.76246,0
52,45.47,-73.74,25.26,51.57,11594.24936,0
53,21.32,-157.92,33.59,130.45,11558.19651,0
54,51.48,-0.46,-34.82,-58.54,11539.5948,0
55,-34.82,-58.54,49.01,2.55,11514.50875,0
56,33.94,-118.41,41.8,12.25,11513.66516,0
57,1.35,103.99,49.01,2.55,11513.11449,0
58,25.08,121.23,21.32,-157.92,11512.1016,0
59,55.59,37.26,21.04,-86.88,11503.87824,0
60,51.48,-0.46,2.75,101.71,11484.15285,0
61,35.76,140.39,51.48,-0.46,11483.88843,0
62,32.9,-97.04,-27.38,153.12,11466.02115,0
63,-33.95,151.18,32.9,-97.04,11464.57158,0
64,1.35,103.99,41.3,2.08,11464.25089,0
65,51.48,-0.46,35.55,139.78,11458.91088,0
66,35.76,140.39,49.01,2.55,11427.78395,0
67,24.96,46.7,40.64,-73.78,11406.58039,0
68,35.55,139.78,49.01,2.55,11400.31154,0
69,25.25,55.36,-34.95,138.53,11399.98398,0
70,43.68,-79.63,21.68,39.16,11395.20656,0
71,1.35,103.99,52.31,4.76,11371.32696,0
72,21.68,39.16,38.94,-77.46,11368.82097,0
73,40.98,28.81,29.98,-95.34,11319.86415,0
74,29.98,-95.34,55.41,37.91,11262.42085,0
75,40.49,-3.57,37.47,126.45,11255.19221,0
76,34.43,135.24,21.32,-157.92,11192.69717,0
77,2.75,101.71,49.01,2.55,11185.93929,0
78,29.23,47.97,40.64,-73.78,11182.28667,0
79,35.76,140.39,45.63,8.73,11165.16952,0
80,-12.02,-77.11,52.31,4.76,11156.51546,0
81,34.43,135.24,49.01,2.55,11143.03381,0
82,-8.86,13.23,22.99,-82.41,11142.78475,0
83,35.76,140.39,41.8,12.25,11138.36771,0
84,21.32,-157.92,38.14,140.92,11128.78004,0
85,-33.39,-70.79,40.49,-3.57,11107.88424,0
86,41.98,-87.9,31.72,35.99,11094.55485,0
87,34.86,136.81,21.32,-157.92,11093.68509,0
88,47.46,8.55,35.76,140.39,11048.64258,0
89,2.75,101.71,52.31,4.76,11045.20313,0
90,48.35,11.79,33.94,-118.41,11030.12023,0
91,35.76,140.39,52.31,4.76,11008.1799,0
92,1.35,103.99,50.03,8.54,11000.68357,0
93,37.62,-122.37,48.35,11.79,10989.6614,0
94,40.64,-73.78,21.68,39.16,10961.97532,0
95,40.98,28.81,-23.43,-46.47,10952.9829,0
96,47.46,8.55,1.35,103.99,10951.2485,0
97,-26.14,28.25,22.31,113.91,10949.41605,0
98,55.97,37.41,22.99,-82.41,10929.57382,0
99,35.76,140.39,51.29,6.77,10921.84359,0
100,10.82,106.65,49.01,2.55,10905.91378,0
101,23.03,-81.44,55.41,37.91,10903.84601,0
102,1.35,103.99,45.63,8.73,10902.29578,0
103,21.32,-157.92,35.55,139.78,10892.75889,0
104,25.08,121.23,49.01,2.55,10875.50131,0
105,45.51,12.35,35.76,140.39,10869.56818,0
106,35.76,140.39,50.03,8.54,10868.17249,0
107,35.76,140.39,21.32,-157.92,10861.4818,0
108,35.55,139.78,50.03,8.54,10840.92939,0
109,-34.82,-58.54,41.3,2.08,10823.33274,0
110,47.46,8.55,33.94,-118.41,10818.54462,0
111,-12.02,-77.11,49.01,2.55,10809.97511,0
112,34.43,135.24,41.8,12.25,10801.84027,0
113,47.46,8.55,37.62,-122.37,10793.45237,0
114,1.35,103.99,55.62,12.66,10785.6709,0
115,-33.95,151.18,28.57,77.1,10781.01486,0
116,33.94,-118.41,59.65,17.92,10775.84504,0
117,40.49,-3.57,13.68,100.75,10759.28561,0
118,6.58,3.32,29.98,-95.34,10747.66416,0
119,34.43,135.24,52.31,4.76,10743.79056,0
120,48.35,11.79,19.44,-99.07,10736.26085,0
121,48.35,11.79,35.55,139.78,10691.10546,0
122,51.48,-0.46,22.31,113.91,10686.89645,0
123,1.35,103.99,48.35,11.79,10681.58764,0
124,2.75,101.71,50.03,8.54,10676.54718,0
125,34.86,136.81,50.03,8.54,10670.49697,0
126,33.94,-118.41,50.03,8.54,10655.70327,0
127,33.94,-118.41,55.62,12.66,10633.16208,0
128,37.62,-122.37,50.03,8.54,10604.65309,0
129,34.43,135.24,50.03,8.54,10586.1638,0
130,37.72,-122.22,59.65,17.92,10584.29257,0
131,25.08,121.23,52.31,4.76,10562.86197,0
132,51.48,-0.46,23.39,113.3,10529.42747,0
133,-37.67,144.84,28.57,77.1,10528.03077,0
134,14.51,121.02,21.32,-157.92,10522.55783,0
135,37.62,-122.37,55.62,12.66,10516.91159,0
136,1.35,103.99,41.8,12.25,10509.16635,0
137,22.31,113.91,49.01,2.55,10500.85955,0
138,31.14,121.81,51.48,-0.46,10470.5108,0
139,-2.16,-79.88,52.31,4.76,10467.64257,0
140,55.59,37.26,25.79,-80.29,10461.01569,0
141,55.97,37.41,25.79,-80.29,10459.8315,0
142,33.59,130.45,52.31,4.76,10450.84437,0
143,33.94,-118.41,51.29,6.77,10434.14943,0
144,19.44,-99.07,50.03,8.54,10416.46932,0
145,-1.32,36.93,37.47,126.45,10409.79427,0
146,51.48,-0.46,13.68,100.75,10383.03433,0
147,10.82,106.65,50.03,8.54,10378.58533,0
148,40.49,-3.57,-34.82,-58.54,10373.4183,0
149,24.54,118.13,52.31,4.76,10357.29897,0
150,31.14,121.81,49.01,2.55,10350.16534,0
151,49.01,2.55,23.39,113.3,10348.05009,0
152,47.46,8.55,36.08,-115.15,10347.24975,0
153,48.11,16.57,35.76,140.39,10344.11855,0
154,25.08,121.23,50.03,8.54,10324.92986,0
155,18.57,-68.36,55.41,37.91,10299.85047,0
156,55.97,37.41,18.57,-68.36,10253.06298,0
157,33.94,-118.41,49.01,2.55,10226.10932,0
158,22.31,113.91,52.31,4.76,10224.14915,0
159,33.94,-118.41,-23.43,-46.47,10215.13554,0
160,33.94,-118.41,52.31,4.76,10213.61916,0
161,-34.84,-56.03,40.49,-3.57,10213.3663,0
162,40.49,-3.57,33.94,-118.41,10205.70807,0
163,40.08,116.58,40.49,-3.57,10202.28104,0
164,51.48,-0.46,37.47,126.45,10200.79393,0
165,37.62,-122.37,49.01,2.55,10196.93427,0
166,48.35,11.79,-23.43,-46.47,10194.11934,0
167,36.08,-115.15,50.03,8.54,10180.39787,0
168,35.76,140.39,55.62,12.66,10174.85195,0
169,52.31,4.76,-0.14,-78.49,10165.81593,0
170,43.68,-79.63,32.01,34.89,10149.45644,0
171,37.62,-122.37,52.31,4.76,10146.34135,0
172,-20.43,57.68,51.48,-0.46,10145.70489,0
173,49.01,2.55,13.68,100.75,10129.11517,0
174,37.47,126.45,49.01,2.55,10128.98636,0
175,-23.43,-46.47,50.03,8.54,10116.98121,0
176,51.15,-0.19,-20.43,57.68,10101.94117,0
177,-23.43,-46.47,52.31,4.76,10077.65345,0
178,23.39,113.3,52.31,4.76,10067.68497,0
179,19.44,-99.07,52.31,4.76,10054.93136,0
180,45.63,8.73,22.31,113.91,10050.90179,0
181,47.78,10.63,-15.65,-56.12,10040.16802,0
182,47.46,8.55,22.31,113.91,10019.51858,0
183,1.35,103.99,60.32,24.96,10006.32651,0
184,31.14,121.81,52.31,4.76,10004.77523,0
185,43.68,-79.63,30.12,31.41,9998.198809,0
186,31.14,121.81,45.63,8.73,9996.816423,0
187,30.23,120.43,52.31,4.76,9984.74288,0
188,32.01,34.89,39.87,-75.24,9962.971762,0
189,50.9,4.48,13.68,100.75,9960.047721,0
190,22.31,113.91,50.03,8.54,9958.516465,0
191,13.68,100.75,52.31,4.76,9938.630909,0
192,47.46,8.55,31.14,121.81,9922.730133,0
193,19.44,-99.07,49.01,2.55,9915.126378,0
194,40.64,-73.78,31.72,35.99,9912.194619,0
195,47.46,8.55,-23.43,-46.47,9906.486074,0
196,49.19,-123.18,48.35,11.79,9902.394147,0
197,40.08,116.58,36.69,3.22,9898.787592,0
198,21.22,105.81,49.01,2.55,9897.19253,0
199,37.47,126.45,-37.01,174.79,9882.331961,0
200,31.14,121.81,41.8,12.25,9877.454553,0
201,32.73,-117.19,51.48,-0.46,9863.166555,0
202,40.49,-3.57,-12.02,-77.11,9854.997344,0
203,-22.81,-43.24,50.03,8.54,9853.939218,0
204,37.47,126.45,45.63,8.73,9848.808362,0
205,13.68,100.75,-37.01,174.79,9847.360516,0
206,51.48,-0.46,33.94,-118.41,9842.690922,0
207,22.31,113.91,41.8,12.25,9832.915581,0
208,-22.81,-43.24,52.31,4.76,9828.505651,0
209,32.01,34.89,40.69,-74.17,9824.214511,0
210,31.14,121.81,50.03,8.54,9802.635732,0
211,41.8,12.25,37.47,126.45,9801.294602,0
212,37.62,-122.37,51.48,-0.46,9793.68853,0
213,32.01,34.89,40.64,-73.78,9792.149141,0
214,45.63,8.73,-23.43,-46.47,9768.793002,0
215,35.76,140.39,40.98,28.81,9754.024923,0
216,-20.43,57.68,49.01,2.55,9751.866707,0
217,30.78,114.21,49.01,2.55,9748.730283,0
218,47.46,8.55,37.47,126.45,9744.934539,0
219,-20.43,57.68,48.73,2.36,9741.428689,0
220,-33.96,18.6,51.48,-0.46,9738.189775,0
221,37.47,126.45,52.31,4.76,9737.920254,0
222,41.98,-87.9,40.98,28.81,9734.743392,0
223,-37.67,144.84,33.94,-118.41,9724.236464,0
224,-33.96,18.6,52.31,4.76,9721.864588,0
225,48.35,11.79,22.31,113.91,9716.605855,0
226,-23.43,-46.47,41.8,12.25,9713.14098,0
227,51.48,-0.46,-23.43,-46.47,9705.435469,0
228,48.11,16.57,25.08,121.23,9698.516859,0
229,21.04,-86.88,41.8,12.25,9695.278788,0
230,45.47,-73.74,31.72,35.99,9668.300414,0
231,18.57,-68.36,59.8,30.26,9668.094649,0
232,-23.43,-46.47,49.01,2.55,9660.329563,0
233,-20.89,55.51,49.01,2.55,9655.072869,0
234,6.58,3.32,33.64,-84.43,9653.294803,0
235,-20.89,55.51,48.73,2.36,9643.673603,0
236,51.48,-0.46,19.44,-99.07,9625.73546,0
237,40.64,-73.78,30.12,31.41,9617.295189,0
238,47.45,-122.31,50.03,8.54,9611.017573,0
239,50.03,8.54,13.68,100.75,9610.219911,0
240,31.14,121.81,48.35,11.79,9608.654183,0
241,50.03,8.54,4.7,-74.15,9605.322743,0
242,31.14,121.81,-37.01,174.79,9603.350426,0
243,47.46,8.55,13.68,100.75,9602.436417,0
244,45.63,8.73,13.68,100.75,9584.745598,0
245,37.47,126.45,50.03,8.54,9583.77126,0
246,-31.94,115.97,25.26,51.57,9577.967506,0
247,23.39,113.3,-37.01,174.79,9559.160108,0
248,32.01,34.89,45.47,-73.74,9549.375896,0
249,60.19,11.1,13.68,100.75,9508.614913,0
250,31.74,118.86,50.03,8.54,9504.459789,0
251,19.44,-99.07,40.49,-3.57,9502.942027,0
252,49.19,-123.18,50.03,8.54,9502.562961,0
253,48.35,11.79,29.98,-95.34,9468.296101,0
254,51.48,-0.46,-22.81,-43.24,9468.11931,0
255,-20.43,57.68,50.03,8.54,9458.177821,0
256,48.35,11.79,37.47,126.45,9426.489195,0
257,-22.81,-43.24,41.8,12.25,9424.882823,0
258,22.31,113.91,-37.01,174.79,9420.410664,0
259,51.15,-0.19,36.08,-115.15,9415.634537,0
260,-22.81,-43.24,49.01,2.55,9409.750632,0
261,34.43,135.24,40.98,28.81,9400.930366,0
262,9.07,-79.38,52.31,4.76,9382.475274,0
263,33.43,-112.01,51.48,-0.46,9378.842991,0
264,51.48,-0.46,36.08,-115.15,9375.83183,0
265,21.22,105.81,50.03,8.54,9366.133232,0
266,-33.95,151.18,-21.2,-159.81,9359.007806,0
267,45.59,-122.6,52.31,4.76,9341.142565,0
268,40.08,116.58,-20.43,57.68,9331.855875,0
269,40.49,-3.57,-2.16,-79.88,9322.456008,0
270,48.35,11.79,13.68,100.75,9322.362488,0
271,55.62,12.66,13.68,100.75,9319.420719,0
272,45.63,8.73,21.04,-86.88,9302.767035,0
273,-31.94,115.97,25.25,55.36,9266.163916,0
274,41.8,12.25,13.68,100.75,9262.728533,0
275,47.45,-122.31,49.01,2.55,9260.390643,0
276,31.14,121.81,55.62,12.66,9241.261485,0
277,50.03,8.54,21.04,-86.88,9226.059067,0
278,37.62,-122.37,53.42,-6.27,9224.833694,0
279,51.48,-0.46,7.18,79.88,9224.678631,0
280,51.48,-0.46,-26.14,28.25,9183.993108,0
281,40.08,116.58,51.15,-0.19,9175.729911,0
282,40.08,116.58,51.48,-0.46,9175.095207,0
283,-17.64,-63.14,40.49,-3.57,9170.820112,0
284,-26.14,28.25,13.68,100.75,9164.681505,0
285,33.94,-118.41,-27.38,153.12,9140.215384,0
286,41.8,12.25,22.99,-82.41,9139.603949,0
287,31.14,121.81,-20.43,57.68,9134.46929,0
288,29.98,-95.34,50.03,8.54,9134.117794,0
289,53.35,-2.27,36.08,-115.15,9133.284073,0
290,-33.95,151.18,33.94,-118.41,9132.379667,0
291,-6.13,106.66,30.12,31.41,9131.946474,0
292,47.45,-122.31,52.31,4.76,9131.80846,0
293,9.07,-79.38,49.01,2.55,9128.583271,0
294,50.1,14.26,37.47,126.45,9124.951401,0
295,40.08,116.58,49.01,2.55,9101.165324,0
296,-26.14,28.25,52.31,4.76,9094.791876,0
297,-33.95,151.18,40.08,116.58,9091.997324,0
298,40.79,-111.98,49.01,2.55,9076.67982,0
299,45.63,8.73,-20.43,57.68,9073.964843,0
300,49.01,2.55,4.7,-74.15,9073.341009,0
301,51.48,-0.46,30.58,103.95,9070.836542,0
302,40.98,28.81,38.94,-77.46,9069.724904,0
303,51.29,6.77,21.04,-86.88,9063.938285,0
304,40.49,-3.57,14.58,-90.53,9054.083913,0
305,37.47,126.45,48.11,16.57,9053.787685,0
306,-0.14,-78.49,40.49,-3.57,9039.920438,0
307,31.14,121.81,8.98,38.8,9022.108478,0
308,-20.89,55.51,43.44,5.21,9021.827741,0
309,49.19,-123.18,52.31,4.76,9018.402133,0
310,35.76,140.39,60.32,24.96,9014.886685,0
311,50.03,8.54,32.9,-97.04,9011.377063,0
312,49.01,2.55,-15.87,-47.92,9007.669116,0
313,13.44,-89.06,40.49,-3.57,8999.347782,0
314,40.08,116.58,46.24,6.11,8996.698524,0
315,13.68,100.75,59.65,17.92,8992.765403,0
316,50.03,8.54,39.86,-104.67,8991.706703,0
317,41.38,123.29,50.03,8.54,8972.100825,0
318,-23.43,-46.47,41.3,2.08,8966.365372,0
319,-29.99,-51.17,38.78,-9.14,8964.122304,0
320,1.35,103.99,40.98,28.81,8963.517698,0
321,-18.8,47.48,49.01,2.55,8959.255886,0
322,35.76,140.39,-37.01,174.79,8959.104597,0
323,4.19,73.53,51.15,-0.19,8951.11046,0
324,-18.8,47.48,48.73,2.36,8945.172233,0
325,2.75,101.71,-37.01,174.79,8944.289016,0
326,43.68,-79.63,40.98,28.81,8929.660184,0
327,7.18,79.88,49.01,2.55,8907.075701,0
328,48.11,16.57,13.68,100.75,8906.516353,0
329,21.04,-86.88,52.31,4.76,8891.063173,0
330,34.86,136.81,60.32,24.96,8862.325495,0
331,-37.67,144.84,30.58,103.95,8851.26775,0
332,55.97,37.41,38.94,-77.46,8851.042967,0
333,1.35,103.99,55.41,37.91,8836.678813,0
334,26.07,-80.15,59.65,17.92,8831.669019,0
335,40.08,116.58,50.9,4.48,8830.356211,0
336,47.45,-122.31,51.48,-0.46,8827.287853,0
337,40.08,116.58,45.63,8.73,8822.924838,0
338,-26.14,28.25,49.01,2.55,8821.638298,0
339,4.7,-74.15,41.3,2.08,8808.072995,0
340,9.99,-84.21,40.49,-3.57,8799.756487,0
341,34.43,135.24,60.32,24.96,8798.311754,0
342,-1.32,36.93,23.39,113.3,8784.640654,0
343,1.35,103.99,-26.14,28.25,8784.412715,0
344,21.62,-81.55,45.63,8.73,8783.639618,0
345,40.08,116.58,41.8,12.25,8774.743258,0
346,49.19,-123.18,51.15,-0.19,8772.382483,0
347,19.97,-75.84,41.8,12.25,8758.03005,0
348,29.98,-95.34,52.31,4.76,8751.18047,0
349,-7.38,112.79,21.68,39.16,8750.981849,0
350,43.68,-79.63,37.94,23.94,8750.043316,0
351,45.63,8.73,22.99,-82.41,8749.978944,0
352,-26.14,28.25,50.03,8.54,8744.511816,0
353,25.79,-80.29,41.8,12.25,8743.302725,0
354,55.59,37.26,-20.43,57.68,8734.274633,0
355,6.58,3.32,40.64,-73.78,8729.48796,0
356,21.04,-86.88,49.01,2.55,8725.882583,0
357,49.19,-123.18,51.48,-0.46,8723.875127,0
358,40.08,116.58,52.31,4.76,8723.245571,0
359,47.46,8.55,40.08,116.58,8722.70288,0
360,12.99,80.18,51.48,-0.46,8717.284079,0
361,47.46,8.55,22.99,-82.41,8707.514664,0
362,14.51,121.02,21.68,39.16,8697.644367,0
363,1.35,103.99,-43.49,172.53,8693.613417,0
364,18.5,-77.91,50.03,8.54,8692.626699,0
365,22.99,-82.41,50.03,8.54,8675.930212,0
366,29.98,-95.34,49.01,2.55,8670.78668,0
367,-34.82,-58.54,32.9,-97.04,8669.882838,0
368,51.11,-114.02,50.03,8.54,8666.642804,0
369,2.75,101.71,40.98,28.81,8649.139395,0
370,-33.95,151.18,29.72,106.64,8645.647763,0
371,40.64,-73.78,40.98,28.81,8643.867528,0
372,41.8,12.25,10.6,-66.99,8641.950936,0
373,43.68,-79.63,-33.39,-70.79,8633.76483,0
374,1.35,103.99,-37.01,174.79,8631.246936,0
375,40.08,116.58,51.29,6.77,8630.819665,0
376,30.58,103.95,52.31,4.76,8622.14463,0
377,-33.95,151.18,37.62,-122.37,8618.111505,0
378,32.9,-97.04,52.31,4.76,8616.367328,0
379,52.56,13.29,25.79,-80.29,8606.826914,0
380,40.08,116.58,8.98,38.8,8603.593154,0
381,-22.81,-43.24,32.9,-97.04,8602.993111,0
382,35.76,140.39,25.26,51.57,8597.133646,0
383,51.48,-0.46,24.96,91.87,8596.497956,0
384,39.87,-75.24,37.94,23.94,8594.39088,0
385,23.03,-81.44,50.03,8.54,8590.297303,0
386,41.98,-87.9,-23.43,-46.47,8585.896867,0
387,51.48,-0.46,23.84,90.4,8576.829728,0
388,-12.91,-38.33,50.03,8.54,8575.03872,0
389,40.08,116.58,50.03,8.54,8568.13691,0
390,40.64,-73.78,-34.82,-58.54,8568.121749,0
391,40.49,-3.57,3.54,-76.38,8565.314103,0
392,32.9,-97.04,49.01,2.55,8562.017707,0
393,-31.94,115.97,-26.14,28.25,8560.763132,0
394,41.8,12.25,33.64,-84.43,8560.704145,0
395,22.31,113.91,60.32,24.96,8556.074253,0
396,-25.92,32.57,38.78,-9.14,8552.127241,0
397,40.49,-3.57,-23.43,-46.47,8539.433438,0
398,43.68,-79.63,55.59,37.26,8531.454792,0
399,-20.43,57.68,41.8,12.25,8524.693032,0
400,51.48,-0.46,30.19,-97.67,8522.482392,0
401,8.11,98.32,59.8,30.26,8518.959411,0
402,43.68,-79.63,55.97,37.41,8516.427529,0
403,51.48,-0.46,12.95,77.67,8516.105317,0
404,60.32,24.96,13.68,100.75,8504.66368,0
405,51.15,-0.19,21.04,-86.88,8486.876529,0
406,40.64,-73.78,5.61,-0.17,8484.26715,0
407,48.35,11.79,-26.14,28.25,8483.715745,0
408,50.03,8.54,10.6,-66.99,8481.081097,0
409,26.07,-80.15,55.62,12.66,8478.702277,0
410,47.46,8.55,-26.14,28.25,8470.668811,0
411,50.03,8.54,7.18,79.88,8446.472277,0
412,31.14,121.81,40.98,28.81,8438.815378,0
413,49.19,-123.18,53.35,-2.27,8433.321803,0
414,23.03,-81.44,51.29,6.77,8432.459174,0
415,40.98,28.81,37.47,126.45,8428.403653,0
416,49.19,-123.18,-33.95,151.18,8424.428788,0
417,9.07,-79.38,40.49,-3.57,8422.02607,0
418,55.59,37.26,40.64,-73.78,8418.668502,0
419,21.68,39.16,4.94,114.93,8415.612493,0
420,-23.43,-46.47,32.9,-97.04,8412.335106,0
421,40.08,116.58,48.35,11.79,8411.432347,0
422,-33.95,151.18,37.47,126.45,8411.041403,0
423,55.97,37.41,40.64,-73.78,8408.256572,0
424,32.01,34.89,37.47,126.45,8397.104505,0
425,18.5,-77.91,52.31,4.76,8391.592629,0
426,20.79,-76.32,45.63,8.73,8388.926491,0
427,51.29,6.77,12.19,-68.96,8385.984768,0
428,40.49,-3.57,32.9,-97.04,8385.161566,0
429,50.03,8.54,30.58,103.95,8383.241125,0
430,20.79,-76.32,50.03,8.54,8358.353817,0
431,-17.76,177.44,22.31,113.91,8354.684815,0
432,-23.43,-46.47,42.21,-83.35,8353.74695,0
433,51.48,-0.46,29.98,-95.34,8353.079672,0
434,35.76,140.39,24.43,54.65,8351.91183,0
435,22.99,-82.41,52.31,4.76,8347.068462,0
436,45.63,8.73,25.79,-80.29,8342.87611,0
437,52.17,20.97,41.98,-87.9,8331.79435,0
438,60.19,11.1,26.07,-80.15,8329.021827,0
439,40.98,28.81,22.31,113.91,8327.411113,0
440,53.35,-2.27,21.04,-86.88,8319.250218,0
441,40.64,-73.78,21.32,-157.92,8312.726111,0
442,-18.8,47.48,43.44,5.21,8312.510372,0
443,41.25,-8.68,-23.43,-46.47,8311.982859,0
444,-17.76,177.44,37.47,126.45,8309.453424,0
445,47.46,8.55,27.98,-82.53,8307.782529,0
446,12.5,-70.02,52.31,4.76,8307.433643,0
447,43.68,-79.63,-23.43,-46.47,8306.110639,0
448,52.31,4.76,-17.93,31.09,8303.916147,0
449,41.98,-87.9,41.8,12.25,8299.229396,0
450,47.46,8.55,25.79,-80.29,8294.337498,0
451,29.98,-95.34,-34.82,-58.54,8293.264128,0
452,55.97,37.41,35.76,140.39,8292.277448,0
453,40.49,-3.57,-22.81,-43.24,8287.384028,0
454,6.16,-75.42,40.49,-3.57,8278.480914,0
455,35.76,140.39,55.41,37.91,8277.484136,0
456,21.32,-157.92,40.69,-74.17,8276.199733,0
457,40.49,-3.57,4.7,-74.15,8274.724833,0
458,52.31,4.76,23.03,-81.44,8264.026305,0
459,40.49,-3.57,21.04,-86.88,8257.067325,0
460,25.79,-80.29,50.03,8.54,8254.61296,0
461,12.19,-68.96,52.31,4.76,8252.554713,0
462,48.35,11.79,33.64,-84.43,8247.731599,0
463,29.98,-95.34,-22.81,-43.24,8247.241404,0
464,-33.39,-70.79,40.64,-73.78,8246.547056,0
465,48.11,16.57,41.98,-87.9,8245.382778,0
466,50.35,30.89,40.64,-73.78,8239.183095,0
467,35.76,140.39,25.25,55.36,8236.813087,0
468,18.45,-68.91,41.8,12.25,8234.526195,0
469,51.48,-0.46,32.9,-97.04,8229.587519,0
470,48.73,2.36,-12.8,45.28,8218.96309,0
471,49.01,2.55,12.95,77.67,8215.552227,0
472,4.19,73.53,50.03,8.54,8214.626762,0
473,51.48,-0.46,39.86,-104.67,8208.86029,0
474,12.13,-68.27,52.31,4.76,8203.24261,0
475,40.98,28.81,23.39,113.3,8195.813375,0
476,31.14,121.81,60.32,24.96,8195.622146,0
477,51.11,-114.02,52.31,4.76,8194.707028,0
478,35.76,140.39,-37.67,144.84,8188.690357,0
479,22.31,113.91,8.98,38.8,8186.352693,0
480,35.55,139.78,25.25,55.36,8184.617694,0
481,55.41,37.91,12,109.22,8182.393329,0
482,22.99,-82.41,49.01,2.55,8180.511907,0
483,51.48,-0.46,17.45,78.47,8173.549334,0
484,23.39,113.3,30.12,31.41,8173.486669,0
485,22.99,-82.41,48.73,2.36,8166.170293,0
486,55.87,-4.43,21.04,-86.88,8165.689083,0
487,55.97,37.41,10.82,106.65,8164.309883,0
488,45.47,-73.74,37.94,23.94,8161.47946,0
489,41.8,12.25,35.21,-80.94,8150.443692,0
490,18.57,-68.36,48.35,11.79,8147.691798,0
491,-33.95,151.18,31.74,118.86,8147.600372,0
492,26.54,-81.76,51.29,6.77,8147.012424,0
493,-34.82,-58.54,33.64,-84.43,8146.18885,0
494,34.43,135.24,25.26,51.57,8142.768332,0
495,-22.49,17.46,50.03,8.54,8128.099364,0
496,23.39,113.3,8.98,38.8,8123.279605,0
497,28.43,-81.31,50.03,8.54,8111.925463,0
498,-6.13,106.66,24.55,39.71,8109.43605,0
499,10.82,106.65,55.41,37.91,8106.010714,0
500,25.79,-80.29,51.29,6.77,8093.279778,0
501,41.25,-8.68,-22.81,-43.24,8077.643782,0
502,31.14,121.81,-37.67,144.84,8075.789995,0
503,52.56,13.29,40.08,116.58,8061.966692,0
504,21.68,39.16,-6.13,106.66,8061.29604,0
505,38.78,-9.14,-23.43,-46.47,8056.347041,0
506,52.31,4.76,20.79,-76.32,8054.604657,0
507,-23.01,-47.13,38.78,-9.14,8052.590416,0
508,29.98,-95.34,-23.43,-46.47,8052.146302,0
509,48.11,16.57,40.08,116.58,8045.50246,0
510,48.69,9.22,33.64,-84.43,8024.779265,0
511,47.46,8.55,33.64,-84.43,8013.09536,0
512,18.43,-69.67,50.03,8.54,8011.053847,0
513,4.19,73.53,45.63,8.73,8003.999769,0
514,38.94,-77.46,21.32,-157.92,7990.757612,0
515,18.5,-77.91,51.15,-0.19,7977.207894,0
516,19.76,-70.57,50.03,8.54,7969.965729,0
517,49.01,2.55,10.6,-66.99,7961.367437,0
