id,srcLatitude,srcLongitude,destLatitude,destLongitude,distance,parent
5350,43.11,-78.95,26.07,-80.15,1899.188539,0
5351,31.61,-8.04,43.66,7.22,1899.175078,0
5352,34.99,126.38,22.15,113.59,1899.027162,0
5353,40.89,14.29,53.33,-2.85,1898.887807,0
5354,-17.7,168.32,-27.38,153.12,1898.484591,0
5355,50.91,5.77,37.01,-7.97,1898.355249,0
5356,41.8,12.25,53.42,-6.27,1898.292681,0
5357,28.78,-81.24,44.65,-73.47,1897.846954,0
5358,-2.59,-44.23,-19.63,-43.97,1897.706878,0
5359,56.92,23.97,43.66,7.22,1897.338476,0
5360,41.41,-81.85,30.19,-97.67,1896.929199,0
5361,44.88,-93.22,30.49,-81.69,1896.470345,0
5362,36.74,-6.06,50.87,7.14,1896.114161,0
5363,44.88,-93.22,47.62,-117.53,1896.101794,0
5364,26.07,-80.15,41.94,-72.68,1895.656866,0
5365,25.67,32.71,25.26,51.57,1895.639037,0
5366,32.56,119.72,18.3,109.41,1895.013893,0
5367,18.1,-15.95,33.37,-7.59,1894.891454,0
5368,44.11,15.35,53.42,-6.27,1894.827596,0
5369,28.37,36.62,25.25,55.36,1894.157784,0
5370,9.07,-79.38,26.07,-80.15,1893.995548,0
5371,41.96,21.62,57.77,11.87,1893.967331,0
5372,39.55,2.73,55.87,-4.43,1893.77076,0
5373,49.95,7.26,37.01,-7.97,1893.557889,0
5374,36.08,10.44,53.05,8.79,1893.484906,0
5375,40.47,50.05,55.41,37.91,1893.446905,0
5376,43.91,87.47,40.56,110,1893.2964,0
5377,29.34,120.03,45.62,126.25,1893.2419,0
5378,53.63,9.99,38.28,-0.56,1893.218367,0
5379,36.74,-6.06,50.03,8.54,1892.328307,0
5380,40.08,116.58,24.21,109.39,1892.243084,0
5381,40.79,-111.98,43.14,-89.34,1892.097769,0
5382,36.41,28.09,50.1,14.26,1892.093613,0
5383,50.35,30.89,46.24,6.11,1891.826557,0
5384,23.84,90.4,19.09,72.87,1891.329903,0
5385,24.55,39.71,23.59,58.28,1891.117568,0
5386,34.88,33.62,26.27,50.63,1890.504657,0
5387,-12.02,-77.11,4.7,-74.15,1890.280055,0
5388,28.78,-81.24,44.47,-73.15,1890.171282,0
5389,40.9,29.31,47.59,7.53,1889.761365,0
5390,26.92,-81.99,41.88,-91.71,1889.749239,0
5391,-5.06,119.55,-1.19,136.11,1889.506629,0
5392,38.94,-77.46,32.9,-97.04,1889.156838,0
5393,52.31,4.76,36.67,-4.5,1889.112726,0
5394,36.41,28.09,48.35,11.79,1888.106966,0
5395,33.99,71.51,24.26,55.61,1888.099467,0
5396,43.54,16.3,60.19,11.1,1887.818353,0
5397,35.73,-5.92,50.9,4.48,1887.364807,0
5398,32.54,-116.97,21.71,-102.32,1887.150767,0
5399,31.74,118.86,26.88,100.23,1887.13974,0
5400,39.49,-0.48,27.93,-15.39,1886.608892,0
5401,29.72,106.64,13.68,100.75,1886.252758,0
5402,10.82,106.65,-6.13,106.66,1885.907767,0
5403,36.2,-95.89,25.79,-80.29,1885.718179,0
5404,32.73,-117.19,32.9,-97.04,1885.187438,0
5405,56.92,23.97,41.8,12.25,1885.11749,0
5406,55.59,37.26,63.68,66.68,1884.855274,0
5407,29.99,-90.26,40.69,-74.17,1884.697097,0
5408,21.68,39.16,31.9,54.28,1884.678352,0
5409,41.79,-87.75,26.07,-80.15,1884.48286,0
5410,-21.17,149.18,-37.67,144.84,1884.138118,0
5411,18.5,-77.91,35.21,-80.94,1884.030134,0
5412,35.86,14.48,51.45,5.37,1883.966234,0
5413,36.08,10.44,51.15,-0.19,1883.604403,0
5414,40.08,116.58,23.39,113.3,1883.203243,0
5415,45.74,16.07,55.97,37.41,1883.186516,0
5416,51.87,-0.37,63.99,-22.61,1882.744648,0
5417,50.03,8.54,38.78,-9.14,1882.333292,0
5418,26.07,-80.15,42.94,-78.73,1881.918436,0
5419,62.09,129.77,52.27,104.39,1881.897685,0
5420,53.91,-8.82,37.01,-7.97,1881.688311,0
5421,52.17,20.97,41.3,2.08,1881.590799,0
5422,52.45,20.65,41.3,2.08,1881.174462,0
5423,39.55,2.73,55.95,-3.37,1881.166198,0
5424,54.63,25.29,42.18,42.48,1880.823058,0
5425,48.26,-101.28,33.31,-111.66,1879.856829,0
5426,43.44,5.21,31.4,-9.68,1878.630261,0
5427,40.08,116.58,34.86,136.81,1878.569393,0
5428,51.15,-0.19,60.32,24.96,1878.197664,0
5429,39.86,4.22,55.95,-3.37,1877.998517,0
5430,37.75,20.88,51.29,6.77,1877.784775,0
5431,40.98,28.81,36.82,7.81,1877.494238,0
5432,28.04,-16.57,38.28,-0.56,1877.484142,0
5433,53.31,-113.58,37.62,-122.37,1876.525389,0
5434,42.57,21.04,51.15,-0.19,1876.517565,0
5435,39.78,116.39,23.13,113.28,1876.349138,0
5436,41.41,19.72,51.15,-0.19,1876.173357,0
5437,47.62,-52.75,40.69,-74.17,1876.105996,0
5438,49.91,-97.24,49.19,-123.18,1875.426135,0
5439,56.74,60.8,44.23,43.08,1875.305734,0
5440,40.98,28.81,50.03,8.54,1875.078295,0
5441,32.73,-117.19,30.19,-97.67,1874.656107,0
5442,22.64,113.81,5.94,116.05,1874.579941,0
5443,18.3,109.41,31.2,121.34,1874.17498,0
5444,34.99,-3.03,50.9,4.48,1873.879901,0
5445,54.66,-6.22,38.28,-0.56,1873.48094,0
5446,36.28,-94.31,36.08,-115.15,1872.979506,0
5447,35.81,-83.99,39.86,-104.67,1872.964407,0
5448,53.35,-2.27,37.01,-7.97,1872.579508,0
5449,37.44,25.35,46.24,6.11,1872.388006,0
5450,-5.06,119.55,1.35,103.99,1872.220455,0
5451,38.78,-9.14,51.29,6.77,1871.637104,0
5452,51.89,0.24,64.62,21.08,1871.11401,0
5453,39.72,118,23.39,113.3,1870.942676,0
5454,40.89,14.29,53.35,-2.27,1870.879371,0
5455,40.52,22.97,49.01,2.55,1870.377526,0
5456,36.84,-2.37,53.42,-6.27,1870.310503,0
5457,50.1,14.26,35.34,25.18,1869.951165,0
5458,21.68,39.16,37.67,45.07,1869.121831,0
5459,53.42,-6.27,36.67,-4.5,1869.074706,0
5460,34.79,-1.92,50.9,4.48,1868.223368,0
5461,51.48,-0.46,60.32,24.96,1867.247499,0
5462,34.99,-3.03,49.95,7.26,1867.220868,0
5463,35.02,110.99,18.3,109.41,1867.02382,0
5464,55.04,-1.69,38.28,-0.56,1866.878058,0
5465,32.54,74.36,23.59,58.28,1866.748585,0
5466,13.91,100.61,29.72,106.64,1866.531157,0
5467,51.6,6.14,36.67,-4.5,1866.257553,0
5468,37.51,-77.32,29.98,-95.34,1866.255728,0
5469,50.35,30.89,50.9,4.48,1866.254181,0
5470,38.15,21.43,51.29,6.77,1866.181493,0
5471,34.05,-6.75,49.45,2.11,1865.707398,0
5472,39.12,117.35,22.64,113.81,1865.616228,0
5473,37.51,-77.32,32.9,-97.04,1865.372791,0
5474,39.55,2.73,55.74,9.15,1864.885194,0
5475,42.56,18.27,52.45,-1.75,1864.855071,0
5476,-37.67,144.84,-23.81,133.9,1864.822198,0
5477,43.3,-2.91,28.95,-13.61,1864.805646,0
5478,25.08,121.23,24.99,102.74,1864.615956,0
5479,53.35,-2.27,36.67,-4.5,1864.588171,0
5480,-19.25,146.77,-12.41,130.87,1864.497445,0
5481,49.81,23.96,41.9,2.76,1864.298254,0
5482,-22.01,166.21,-37.01,174.79,1864.225752,0
5483,48.35,11.79,36.67,-4.5,1864.160627,0
5484,39.12,117.35,22.58,120.35,1863.943732,0
5485,41.25,-8.68,53.05,8.79,1863.778865,0
5486,9.07,-79.38,25.79,-80.29,1863.636949,0
5487,59.41,24.83,43.54,16.3,1863.290395,0
5488,38.28,114.7,24.99,102.74,1862.974504,0
5489,52.56,13.29,40.49,-3.57,1862.758327,0
5490,36.08,10.44,52.31,4.76,1862.614752,0
5491,38.75,-90.37,40.79,-111.98,1862.60997,0
5492,13.41,103.81,14.51,121.02,1862.583619,0
5493,52.38,13.52,40.49,-3.57,1862.515939,0
5494,-8.13,-34.92,-22.81,-43.24,1861.987166,0
5495,44.57,26.1,49.01,2.55,1861.788443,0
5496,-1.32,36.93,15.29,38.91,1861.742525,0
5497,-3.78,-38.53,-19.63,-43.97,1861.729072,0
5498,52.56,13.29,35.86,14.48,1861.376199,0
5499,52.83,-1.33,42.56,18.27,1860.711982,0
5500,38.78,-9.14,50.87,7.14,1860.375523,0
5501,53.33,-2.85,37.01,-7.97,1860.168726,0
5502,59.38,10.79,43.32,3.35,1860.165488,0
5503,51.29,6.77,36.67,-4.5,1860.134846,0
5504,22.58,120.35,30.58,103.95,1859.87086,0
5505,45.2,7.65,33.37,-7.59,1859.72469,0
5506,54.97,73.31,38.54,68.83,1859.693662,0
5507,60.19,11.1,43.66,7.22,1859.622017,0
5508,35.86,14.48,50.9,4.48,1859.364633,0
5509,39.86,-104.67,40,-82.89,1859.262882,0
5510,39.55,2.73,55.51,-4.59,1859.032349,0
5511,53.33,-2.85,36.67,-4.5,1858.653639,0
5512,43.86,51.09,40.98,28.81,1858.584266,0
5513,17.99,102.56,1.35,103.99,1858.469976,0
5514,37.42,-5.89,52.31,4.76,1858.422914,0
5515,18.3,109.41,34.52,113.84,1858.134391,0
5516,40.08,116.58,26.2,127.65,1857.661582,0
5517,41.67,44.95,53.88,28.03,1857.629078,0
5518,27.91,120.85,16.04,108.2,1857.511592,0
5519,38.28,114.7,26.88,100.23,1857.272856,0
5520,50.35,30.89,40.47,50.05,1857.135423,0
5521,43.66,7.22,60.29,5.22,1856.53405,0
5522,23.4,116.68,40.08,116.58,1856.519742,0
5523,48.23,14.19,36.9,30.8,1856.458155,0
5524,36.41,28.09,45.67,9.7,1856.345241,0
5525,10.6,-61.34,17.94,-76.79,1856.079342,0
5526,6.36,2.38,-4.25,15.25,1856.06339,0
5527,42.21,-83.35,30.19,-97.67,1855.441394,0
5528,38.78,-9.14,52.31,4.76,1855.012981,0
5529,25.08,121.23,34.86,136.81,1854.6686,0
5530,33.43,-112.01,41.53,-93.66,1854.529771,0
5531,48.69,9.22,38.29,27.16,1853.913978,0
5532,28.63,-17.76,40.49,-3.57,1853.696736,0
5533,31.14,121.81,14.51,121.02,1853.198947,0
5534,-17.64,-63.14,-23.43,-46.47,1852.631883,0
5535,53.91,-8.82,38.28,-0.56,1852.602227,0
5536,13.44,-89.06,28.43,-81.31,1852.422541,0
5537,38.48,106.01,45.62,126.25,1852.225407,0
5538,43.68,10.39,59.65,17.92,1851.646892,0
5539,46.24,6.11,33.37,-7.59,1850.513883,0
5540,41.3,-95.89,40.78,-73.87,1849.799572,0
5541,43.44,5.21,35.53,24.15,1849.434006,0
5542,25.79,-80.29,42.21,-83.35,1849.181852,0
5543,53.88,28.03,49.01,2.55,1849.076661,0
5544,51.89,0.24,40.66,17.95,1849.057549,0
5545,40.98,28.81,47.59,7.53,1849.052065,0
5546,32.36,-64.68,33.64,-84.43,1849.041041,0
5547,29.98,-95.34,19.29,-81.36,1848.658004,0
5548,52.56,13.29,36.08,10.44,1848.63211,0
5549,25.04,-77.47,29.98,-95.34,1848.468398,0
5550,36.28,-94.31,40.78,-73.87,1848.362119,0
5551,5.9,118.06,2.75,101.71,1848.203458,0
5552,26.07,-80.15,12.5,-70.02,1848.179694,0
5553,28.78,-81.24,43.08,-70.82,1847.796461,0
5554,26.47,49.8,30.12,31.41,1847.775232,0
5555,62.09,129.77,45.62,126.25,1847.609284,0
5556,39.78,116.39,23.39,113.3,1847.576613,0
5557,26.68,-80.1,41.98,-87.9,1847.52795,0
5558,54.63,25.29,53.33,-2.85,1847.480104,0
5559,40.52,22.97,55.62,12.66,1847.323843,0
5560,55.97,37.41,52.46,9.69,1846.890864,0
5561,41.8,12.25,38.78,-9.14,1846.718659,0
5562,41.3,2.08,57.09,9.85,1846.710889,0
5563,34.45,108.75,35.18,128.94,1846.58393,0
5564,34.88,33.62,47.44,19.26,1845.284374,0
5565,24.55,39.71,40.13,33,1844.739929,0
5566,42.93,-71.44,28.43,-81.31,1844.597355,0
5567,41.67,44.95,37.94,23.94,1844.119059,0
5568,51.96,4.44,36.67,-4.5,1843.804223,0
5569,35.73,-5.92,50.46,4.45,1843.713999,0
5570,32.73,-117.19,48.79,-122.54,1843.373586,0
5571,49.81,23.96,34.88,33.62,1843.043023,0
5572,48.69,9.22,38.78,-9.14,1842.910539,0
5573,27.7,85.36,24.91,67.16,1842.221253,0
5574,53.63,9.99,37.47,15.07,1842.050684,0
5575,31.49,120.43,18.3,109.41,1841.935086,0
5576,28.78,-81.24,44.26,-88.51,1841.573046,0
5577,0.04,32.44,15.29,38.91,1841.085875,0
5578,37.47,15.07,52.31,4.76,1840.912006,0
5579,33.99,71.51,25.25,55.36,1840.757682,0
5580,44.88,-93.22,43.56,-116.22,1840.696219,0
5581,59.41,24.83,45.67,9.7,1840.531537,0
5582,9.99,-84.21,26.07,-80.15,1840.32747,0
5583,37.01,-7.97,50.9,4.48,1839.63304,0
5584,24.99,102.74,30.23,120.43,1839.630812,0
5585,40.61,72.79,55.31,61.5,1839.587839,0
5586,50.08,19.78,54.66,-6.22,1839.411522,0
5587,52.17,20.97,53.42,-6.27,1838.851885,0
5588,24.78,125.3,35.55,139.78,1838.367306,0
5589,25.07,121.55,30.58,103.95,1838.283519,0
5590,47.15,-1.61,35.86,14.48,1838.274013,0
5591,24.43,54.65,23.08,72.63,1838.249996,0
5592,43.68,10.39,60.19,11.1,1838.204636,0
5593,36.85,10.23,51.48,-0.46,1838.100162,0
5594,25.78,-100.11,36.08,-115.15,1837.988411,0
5595,53.35,-2.27,36.84,-2.37,1837.55684,0
5596,17.7,-64.8,25.79,-80.29,1837.413212,0
5597,27.98,-82.53,41.73,-71.42,1837.06932,0
5598,36.15,-5.35,52.45,-1.75,1837.028823,0
5599,39.6,19.91,52.31,4.76,1836.944998,0
5600,34.05,-6.75,49.01,2.55,1836.738487,0
5601,22.31,113.91,5.94,116.05,1836.706968,0
5602,37.01,-7.97,52.83,-1.33,1836.497301,0
5603,8.11,98.32,-6.13,106.66,1836.486802,0
5604,55.97,37.41,40.15,44.4,1836.352636,0
5605,6.58,3.32,8.62,-13.2,1836.251995,0
5606,4.94,114.93,13.68,100.75,1836.187391,0
5607,43.43,-3.82,28.95,-13.61,1835.946655,0
5608,50.87,7.14,36.67,-4.5,1835.871515,0
5609,39.3,-94.71,36.08,-115.15,1835.581347,0
5610,27.7,85.36,30.58,103.95,1835.380378,0
5611,63.99,-22.61,51.38,-2.72,1835.294095,0
5612,51.87,-0.37,46.79,23.69,1834.745956,0
5613,19.93,110.46,36.25,113.13,1834.387605,0
5614,44.11,15.35,59.35,5.21,1834.321006,0
5615,59.41,24.83,51.15,-0.19,1834.064532,0
5616,50.08,19.78,53.42,-6.27,1833.880091,0
5617,46.79,23.69,41.3,2.08,1833.734491,0
5618,27.91,120.85,24.99,102.74,1833.570653,0
5619,17.54,-88.31,33.64,-84.43,1833.513415,0
5620,37.69,26.91,49.5,11.07,1832.792145,0
5621,54.96,24.08,51.38,-2.72,1832.456613,0
5622,25.79,-80.29,12.5,-70.02,1831.895686,0
5623,35.88,-78.79,21.04,-86.88,1831.711231,0
5624,24.99,102.74,31.94,119.71,1831.616138,0
5625,4.31,118.12,2.75,101.71,1831.527507,0
5626,28.87,115.9,43.54,125.12,1831.395799,0
5627,41.26,69.28,56.74,60.8,1831.362633,0
5628,52.38,13.52,36.08,10.44,1831.250679,0
5629,53.35,-2.27,60.32,24.96,1831.02541,0
5630,37.01,-7.97,53.42,-6.27,1830.92408,0
5631,50.35,30.89,52.31,4.76,1830.844461,0
5632,28.04,-16.57,40.49,-3.57,1830.593088,0
5633,51.89,0.24,38.18,13.09,1830.582296,0
5634,51.1,16.89,35.53,24.15,1830.172872,0
5635,35.39,-97.6,38.94,-77.46,1830.025477,0
5636,33.43,-112.01,34.73,-92.22,1829.873135,0
5637,26.68,-80.1,41.94,-72.68,1829.619365,0
5638,-34.84,-56.03,-22.81,-43.24,1829.617338,0
5639,15.59,32.55,31.72,35.99,1829.53976,0
5640,52.56,13.29,37.94,23.94,1829.354456,0
5641,47.46,8.55,38.29,27.16,1829.231061,0
5642,49.91,-97.24,45.47,-73.74,1828.871371,0
5643,9.99,-84.21,18.43,-69.67,1828.281076,0
5644,23.59,58.28,33.62,73.1,1827.676579,0
5645,37.4,121.37,22.31,113.91,1827.568587,0
5646,34.99,-3.03,50.46,4.45,1827.330509,0
5647,35.86,14.48,51.29,6.77,1826.680559,0
5648,40.49,-80.23,29.65,-95.28,1826.514506,0
5649,55.95,-3.37,47.44,19.26,1826.467129,0
5650,41.3,-95.89,40.69,-74.17,1826.455027,0
5651,33.93,-4.98,49.45,2.11,1825.92033,0
5652,40.9,29.31,56.92,23.97,1825.848035,0
5653,50.03,8.54,37.94,23.94,1825.526031,0
5654,27.98,-82.53,42.75,-73.8,1825.280033,0
5655,48.35,11.79,35.34,25.18,1825.273926,0
5656,25.26,51.57,33.82,35.49,1825.187372,0
5657,49.57,117.33,56.18,92.48,1825.077019,0
5658,38.14,140.92,26.2,127.65,1825.026709,0
5659,41.26,69.28,55.01,82.65,1824.884361,0
5660,25.08,121.23,41.38,123.29,1824.790684,0
5661,36.74,-6.06,48.69,9.22,1824.73492,0
5662,51.45,5.37,36.67,-4.5,1824.305068,0
5663,55.01,82.65,40.36,71.75,1824.277892,0
5664,51.84,-8.49,54.38,18.47,1823.479617,0
5665,25.33,55.52,33.99,71.51,1823.26171,0
5666,14.74,-17.49,5.26,-3.93,1822.98596,0
5667,36.74,-6.06,49.95,7.26,1822.932188,0
5668,26.92,-81.99,43.11,-78.95,1822.931979,0
5669,50.03,8.54,36.67,-4.5,1822.844961,0
5670,36.28,-94.31,40.69,-74.17,1821.986106,0
5671,28.43,-81.31,18.49,-67.13,1821.700581,0
5672,30.12,31.41,15.29,38.91,1821.611073,0
5673,60.19,11.1,44.82,20.31,1821.505882,0
5674,52.17,-106.7,41.98,-87.9,1821.310793,0
5675,34.79,-1.92,50.46,4.45,1820.843482,0
5676,42.2,-89.1,26.92,-81.99,1820.716738,0
5677,26.07,-80.15,42.21,-83.35,1820.40441,0
5678,56.74,60.8,59.8,30.26,1820.214542,0
5679,40.52,22.97,50.46,4.45,1819.874269,0
5680,32.01,34.89,48.36,35.1,1819.382137,0
5681,33.88,10.78,49.01,2.55,1819.263611,0
5682,23.59,58.28,31.52,74.4,1818.971727,0
5683,29.53,-98.47,32.73,-117.19,1818.742059,0
5684,27.91,-82.69,41.53,-93.66,1818.666858,0
5685,41.67,-1.04,28.95,-13.61,1818.51512,0
5686,52.7,-8.92,36.67,-4.5,1817.873762,0
5687,43.68,-79.63,32.36,-64.68,1817.832045,0
5688,-1.32,36.93,-15.33,28.45,1817.446472,0
5689,31.61,-8.04,47.15,-1.61,1816.478333,0
5690,52.83,-1.33,36.67,-4.5,1815.574788,0
5691,38.78,-9.14,44.54,11.29,1815.328423,0
5692,34.57,69.21,40.47,50.05,1815.133108,0
5693,28.78,-81.24,41.53,-93.66,1815.066525,0
5694,24.26,120.62,34.43,135.24,1814.984214,0
5695,46.92,-96.82,33.64,-84.43,1814.559811,0
5696,48.11,16.57,40.49,-3.57,1814.40306,0
5697,55.04,-1.69,38.87,1.37,1814.13289,0
5698,43.68,-79.63,49.21,-57.39,1813.633458,0
5699,49.63,6.21,37.01,-7.97,1813.483699,0
5700,24.99,102.74,22.58,120.35,1813.264839,0
5701,38.78,-9.14,51.45,5.37,1813.137278,0
5702,31.14,121.81,36.18,140.42,1813.006578,0
5703,33.83,-116.51,32.9,-97.04,1812.874603,0
5704,33.93,-4.98,45.67,9.7,1812.680648,0
5705,39.55,2.73,54.66,-6.22,1812.50649,0
5706,44.88,-93.22,42.36,-71.01,1812.016848,0
5707,47.15,-1.61,33.88,10.78,1811.836419,0
5708,36.84,-2.37,52.31,4.76,1811.788112,0
5709,55.62,12.66,42.57,27.52,1811.733516,0
5710,44.55,7.62,33.37,-7.59,1811.697515,0
5711,47.46,8.55,40.9,29.31,1811.224202,0
5712,56.74,60.8,43.06,74.48,1811.151215,0
5713,51.8,55.46,59.8,30.26,1810.951051,0
5714,28.43,-81.31,42.36,-71.01,1810.950553,0
5715,28.04,-16.57,42.9,-8.42,1810.877634,0
5716,51.8,55.46,38.54,68.83,1810.055428,0
5717,56.92,23.97,40.98,28.81,1809.842256,0
5718,52.45,20.65,53.42,-6.27,1809.576676,0
5719,50.43,-104.67,36.08,-115.15,1809.506273,0
5720,26.54,-81.76,41.98,-87.9,1809.464789,0
5721,42.21,-83.35,39.86,-104.67,1809.068627,0
5722,5.45,-55.19,12.5,-70.02,1809.041094,0
5723,-12.91,-38.33,-25.53,-49.18,1808.646441,0
5724,2.75,101.71,18.77,98.96,1808.293742,0
5725,25.08,121.23,30.58,103.95,1808.286801,0
5726,48.69,9.22,40.9,29.31,1808.282019,0
5727,42.7,23.41,49.45,2.11,1808.263156,0
5728,32.12,-110.94,45.59,-122.6,1808.180299,0
5729,29.83,121.46,45.62,126.25,1808.01278,0
5730,41.79,-87.75,35.04,-106.61,1807.921434,0
5731,24.96,46.7,15.59,32.55,1807.878393,0
5732,26.07,-80.15,10.44,-75.51,1807.447249,0
5733,35.73,-5.92,51.48,-0.46,1807.356324,0
5734,50.03,8.54,33.88,10.78,1807.124248,0
5735,25.79,-80.29,32.9,-97.04,1807.039172,0
5736,9.99,-84.21,25.79,-80.29,1806.781878,0
5737,60.19,11.1,63.99,-22.61,1806.675237,0
5738,-15.33,28.45,-8.86,13.23,1806.41383,0
5739,41.5,-74.1,26.07,-80.15,1806.354898,0
5740,18.5,-77.91,33.64,-84.43,1805.857827,0
5741,41.38,123.29,36.12,103.62,1805.581243,0
5742,43.23,27.83,49.63,6.21,1804.590755,0
5743,47.99,10.24,35.53,24.15,1804.528628,0
5744,32.01,34.89,48.07,37.74,1804.18223,0
5745,40.49,-80.23,29.98,-95.34,1803.957316,0
5746,52.38,13.52,37.94,23.94,1803.759977,0
5747,26.07,-80.15,32.9,-97.04,1803.735579,0
5748,32.54,-116.97,25.78,-100.11,1803.65664,0
5749,45.63,8.73,35.34,25.18,1803.320482,0
5750,34.79,-1.92,50.56,3.09,1803.03881,0
5751,41.98,-87.9,35.04,-106.61,1802.938481,0
5752,43.66,7.22,40.98,28.81,1802.63247,0
5753,36.27,120.37,35.76,140.39,1802.615102,0
5754,38.78,-9.14,49.95,7.26,1802.258383,0
5755,53.42,-6.27,40.63,8.29,1801.932953,0
5756,59.41,24.83,53.35,-2.27,1801.808102,0
5757,34.05,-6.75,48.73,2.36,1801.738415,0
5758,23.59,58.28,26.82,75.81,1801.368302,0
5759,-6.13,106.66,5.52,95.42,1801.323755,0
5760,31.14,121.81,47.24,123.92,1800.762231,0
5761,31.14,121.81,35.76,140.39,1800.614392,0
5762,37.42,-5.89,51.45,5.37,1800.355257,0
5763,41.25,-8.68,48.35,11.79,1799.716168,0
5764,55.59,37.26,40.15,44.4,1799.614663,0
5765,27.93,-15.39,38.28,-0.56,1799.597519,0
5766,32.01,34.89,47.18,27.62,1799.471529,0
5767,37.01,-7.97,50.46,4.45,1799.168948,0
5768,49.19,-123.18,39.86,-104.67,1799.134104,0
5769,50.56,3.09,39.6,19.91,1798.975863,0
5770,39.55,2.73,54.62,-5.87,1798.936763,0
5771,24.96,46.7,30.92,29.7,1798.694407,0
5772,49.19,-123.18,33.83,-116.51,1798.346471,0
5773,34.45,108.75,18.3,109.41,1798.059295,0
5774,40.91,24.62,51.29,6.77,1797.909355,0
5775,37.4,121.37,22.64,113.81,1797.391637,0
5776,55.04,-1.69,41.8,12.25,1797.282246,0
5777,48.35,11.79,36.79,27.09,1797.128071,0
5778,53.05,8.79,38.28,-0.56,1796.996275,0
5779,-5.91,-35.25,-19.63,-43.97,1796.881724,0
5780,43.54,16.3,59.65,17.92,1796.875589,0
5781,22.64,113.81,36.12,103.62,1796.596216,0
5782,48.73,2.36,33.88,10.78,1796.43552,0
5783,57.19,65.32,41.26,69.28,1796.384145,0
5784,32.63,-115.24,20.52,-103.31,1796.316227,0
5785,44.57,26.1,52.31,4.76,1795.733014,0
5786,27.98,-82.53,41.94,-72.68,1795.207465,0
5787,51.87,-0.37,36.15,-5.35,1794.887544,0
5788,45.59,-122.6,35.04,-106.61,1794.412671,0
5789,39.12,117.35,34.86,136.81,1794.018725,0
5790,-42.84,147.51,-27.38,153.12,1793.990101,0
5791,43.11,-76.11,27.91,-82.69,1793.877499,0
5792,49.63,6.21,33.88,10.78,1793.648704,0
5793,55.97,37.41,42.7,23.41,1793.461031,0
5794,43.68,-79.63,29.99,-90.26,1793.310452,0
5795,39.12,117.35,23.39,113.3,1792.81237,0
5796,24.55,55.1,23.08,72.63,1792.704192,0
5797,37.77,-0.81,53.42,-6.27,1792.570424,0
5798,37.77,-0.81,53.87,-1.66,1792.128326,0
5799,40.98,28.81,40.47,50.05,1792.075112,0
5800,40.52,22.97,51.6,6.14,1791.996177,0
5801,-16.89,145.76,-25.19,130.98,1791.893215,0
5802,32.73,-117.19,20.68,-105.25,1791.13029,0
5803,59.8,30.26,52.31,4.76,1791.109459,0
5804,56.23,43.78,40.15,44.4,1790.596368,0
5805,47.46,8.55,60.32,24.96,1790.526694,0
5806,24.99,102.74,39.85,110.03,1789.879148,0
5807,9.07,-79.38,25.04,-77.47,1788.86395,0
5808,42.36,19.25,51.89,0.24,1788.544808,0
5809,53.88,28.03,41.8,12.25,1788.029349,0
5810,45.73,5.09,37.94,23.94,1788.022918,0
5811,40.22,69.69,55.31,61.5,1787.926602,0
5812,45.62,126.25,30.23,120.43,1787.818938,0
5813,15.45,-87.92,29.98,-95.34,1787.721249,0
5814,37.01,-7.97,52.45,-1.75,1787.369027,0
5815,40.49,-3.57,53.63,9.99,1787.281848,0
5816,47.45,-122.31,33.43,-112.01,1787.219444,0
5817,54.56,55.87,41.26,69.28,1786.611623,0
5818,38.18,13.09,51.15,-0.19,1786.142114,0
5819,31.14,121.81,25.09,104.96,1785.885695,0
5820,55.97,37.41,40.98,28.81,1785.623855,0
5821,18.34,-64.97,26.07,-80.15,1785.494533,0
5822,40.15,44.4,37.94,23.94,1785.152413,0
5823,26.54,-81.76,41.79,-87.75,1784.922722,0
5824,18.34,-64.97,25.79,-80.29,1784.655768,0
5825,29.98,-95.34,14.58,-90.53,1784.410188,0
5826,49.96,-119.38,33.94,-118.41,1784.1181,0
5827,56.74,60.8,47.26,39.82,1784.078068,0
5828,39.3,-94.71,40.78,-73.87,1783.785206,0
5829,45.2,7.65,40.98,28.81,1783.62637,0
5830,18.44,-66,9.07,-79.38,1783.260041,0
5831,49.19,-123.18,33.68,-117.87,1783.247699,0
5832,21.77,-72.27,33.64,-84.43,1783.197519,0
5833,52.56,13.29,40.9,29.31,1782.968827,0
5834,53.88,28.03,46.24,6.11,1782.798331,0
5835,52.56,13.29,38.87,1.37,1782.729061,0
5836,51.1,16.89,52.7,-8.92,1781.782702,0
5837,25.79,-80.29,10.44,-75.51,1781.732238,0
5838,42.9,-8.42,27.93,-15.39,1781.567975,0
5839,31.2,121.34,35.55,139.78,1781.534873,0
5840,36.08,-115.15,43.58,-96.74,1781.514146,0
5841,37.42,-5.89,53.42,-6.27,1781.41448,0
5842,36.84,-2.37,52.83,-1.33,1781.272714,0
5843,34.45,108.75,29.3,90.91,1781.02521,0
5844,61.41,23.6,51.89,0.24,1780.649911,0
5845,25.79,-80.29,10.59,-85.54,1780.632783,0
5846,26.54,-81.76,41.07,-73.71,1780.349824,0
5847,43.68,10.39,59.35,5.21,1779.726619,0
5848,26.07,-80.15,30.19,-97.67,1779.545529,0
5849,29.34,120.03,24.99,102.74,1779.196286,0
